지반침하사고발생신고,,,,,,,,,,,,,,,,,,,
No,사고발생위치,사고발생일자,통보일자,발생원인구분,발생지역지질종류,발생규모폭(m),발생규모연장(m),발생규모깊이(m),피해사망자수(명),피해부상자수(명),피해차량대수(대),사고지점위도,사고지점경도,복구방법,복구상태,복구완료일자,최종수정일자,최종 수정자,최종 수정자 ID
426,경상북도 예천군 예천읍 지내리 311-19(폐수처리장 입구),2022-04-01 오전 00:00,2022-07-13 오후 04:32,상하수관공사 부실,,2,3.5,1,0,0,0,36.6390869427,128.4156120623,하수관로 교체 및 포장 복구 완료,복구완료,2022-04-12 오전 00:00,2022-07-13 오후 04:32,,
427,전북특별자치도 익산시 주현동 주현로 36,2022-03-29 오전 00:00,2022-08-08 오전 10:24,하수관 손상,,1,1.5,1.5,0,0,0,35.9334101338,126.9562088665,우수맨홀 몰탈 및 다짐 복구,복구완료,2022-03-30 오전 00:00,2022-08-08 오전 10:07,,
428,전북특별자치도 익산시 동산동 목천로 325,2022-03-23 오전 00:00,2022-07-25 오후 05:51,하수관 손상,기타,1,1,1.5,0,0,0,35.9276835325,126.956943235,우수관 교체 및 다짐 복구,복구완료,2022-03-24 오전 00:00,2022-08-08 오전 10:21,,
429,울산광역시 중구 당산4길7 명신여인숙 앞,2022-03-11 오전 00:00,2022-04-11 오후 01:18,기타,,1.5,3,1,0,0,1,35.5540803887,129.3097272064,골재채움,임시복구,2022-03-11 오전 00:00,2022-04-12 오후 05:19,,
430,대전광역시 서구 월평동 1124,2022-03-10 오전 00:00,2022-12-12 오전 09:57,하수관 손상,기타,1,1.5,1.5,0,0,0,36.3545877852,127.3586995802,파손관로 정비 및 포장 복구 완료,복구완료,2022-03-10 오전 00:00,2022-07-13 오후 02:33,대전광역시 서구,eowjsrhkddurtltjrncj
431,충청북도 음성군 음성읍 음성읍 읍내리 785-20(예닮맛집 옆),2022-03-10 오전 00:00,2022-08-10 오전 10:55,기타매설물 손상,,1.5,3.5,1,0,0,0,36.93218571,127.6811850999,모래주머니로 흙 다지기 및 되메우기 포대아스콘 임시 복구 완료,임시복구,2022-03-30 오전 00:00,2022-08-10 오전 10:39,,
432,전북특별자치도 전주시 완산구 평화동1가 725-5,2022-03-09 오전 00:00,2022-08-19 오후 02:59,하수관 손상,기타,2,2.5,2,0,0,0,35.7949244481,127.1359219312,관 교체 후 포장 완료,복구완료,2022-03-12 오전 00:00,2022-08-08 오전 11:07,전북특별자치도 전주시,gktneh2022
433,광주광역시 서구 농성동 454-3번지(광천1교 교차로),2022-03-03 오전 00:00,2022-03-08 오후 01:10,하수관 손상,기타,0.5,0.5,2,0,0,1,35.1610786661,126.8876780993,"하수관로 CCTV 조사 및 확인굴착 후 도로침하 원인파악, 노후 하수관 보수작업",복구완료,2022-03-04 오전 00:00,2022-03-08 오후 01:10,광주광역시 서구,kjseogu
434,경상북도 봉화군 석포면 석포리 산1-195,2022-02-11 오전 00:00,2022-08-17 오후 04:15,기타,기타,0.3,0.3,1.8,0,0,0,37.0817935892,129.1312632101,골재 포설 및 록하드 임시복구 완료.,복구완료,2022-02-12 오전 00:00,2024-07-25 오후 02:17,신상기,ssk3325
435,전라남도 영광군 염산면 두우리 947,2022-01-30 오전 00:00,2022-01-30 오후 09:57,기타,기타,2,7,1.5,0,1,1,35.2327421187,126.3009541395,도로 통행차단 및 안전시설 설치,복구완료,2022-02-18 오전 00:00,2022-02-23 오전 09:53,전라남도 영광군,yg1234
436,서울특별시 종로구 종로5가 4-1앞 도로,2022-01-23 오전 00:00,2022-08-22 오전 11:05,상수관 손상,기타,3,2,1,0,0,0,37.571239601,127.0060525574,"  ○ 복구현황

    - 12:13 종로소방서 현장도착

    - 12:51 북부도로사업소 현장도착

    - 13:00 중부수도사업소 현장도착 및 안전시설 설치

    - 15:00 작업반 현장도착, 양수작업 등 복구작업 시작

    - 24(월) 05:30 : 임시포장 완료 및 개통
",복구완료,2022-01-24 오전 00:00,2022-01-24 오후 06:15,,
437,서울특별시 강서구 마곡동 마곡동  775-5,2022-01-23 오전 00:00,2022-08-30 오후 01:04,굴착공사 부실,,1.5,0.5,3,0,1,0,37.5668321582,126.8369738602,복구완료,복구완료,2022-01-28 오전 00:00,2022-07-07 오후 01:16,서울특별시 강서구,ajunh79
438,전북특별자치도 익산시 동산동 동천로 7길 18,2022-01-20 오전 00:00,2022-08-08 오전 10:25,하수관 손상,기타,1,1,1.5,0,0,0,35.9315884656,126.9706726707,우수관 교체 및 다짐복구 완료,복구완료,2022-01-12 오전 00:00,2022-08-08 오전 10:00,,
439,부산광역시 북구 만덕동 792번지,2022-01-20 오전 00:00,2022-07-14 오후 03:32,상수관 손상,,0.5,0.7,1,0,0,0,35.2134478611,129.0366398219,상수도관 누수 정비 후 굴착복구,복구완료,2022-01-21 오전 00:00,2022-07-14 오후 03:20,,
440,서울특별시 은평구 수색동 367-7일대,2022-01-10 오전 00:00,2022-05-19 오전 11:05,하수관 손상,,2.6,2.4,1.2,0,0,1,37.5833874838,126.8950717589,"○ 하수관로 정비공사
 - D=600mm, L=135m 하수관 매설 예정",복구완료,2022-02-18 오전 00:00,2022-07-07 오후 01:26,서울특별시 은평구,ep-jiha
441,부산광역시 서구 아미동2가 85-3 번지 일원,2022-01-04 오전 00:00,2022-07-18 오후 05:03,하수관 손상,기타,0.25,25,3,0,0,0,35.0985562154,129.0166537402,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2022-03-25 오전 00:00,2022-07-18 오후 04:58,부산광역시 서구,nsjin61
442,경기도 고양시 일산동구 마두동 802-1,2021-12-30 오전 00:00,,기타,,3,7,0.5,0,0,0,37.6515869757,126.7787145906,계획 중,복구중,2021-12-31 오전 00:00,2021-12-31 오후 01:52,,
443,경상남도 창원시 의창구 봉곡동 봉곡로 68번길 8 앞 이면도로,2021-12-01 오전 00:00,,하수관 손상,기타,2.5,5,1,0,0,0,35.2484259314,128.6666404514,토사 되메우기 및 부분 재포장,복구완료,2021-12-01 오전 00:00,2022-01-12 오전 10:25,,
444,경상남도 진주시 상대동 상대동 896-36,2021-11-16 오전 00:00,2023-09-26 오전 11:04,하수관 손상,,0.4,0.4,1.5,0,0,0,35.1787107008,128.1299753517,폐수관로 정비 및 발생 구간 되메우기,복구완료,2021-11-17 오전 00:00,2023-09-26 오전 11:04,,
445,부산광역시 서구 서대신동3가 꽃마을로 59 일원,2021-11-15 오전 00:00,2022-01-27 오후 05:44,하수관 손상,호상편마암,0.3,0.3,1.5,0,0,0,35.1191635509,129.0111311508,되메움 및 다짐 후 비굴착 보수,복구완료,2021-11-16 오전 00:00,2022-02-23 오후 01:46,부산광역시 서구,nsjin61
446,경기도 김포시 걸포동 389-15,2021-11-04 오전 00:00,2022-04-15 오후 01:40,굴착공사 부실,기타,1.5,2,0.25,0,0,0,37.6322548183,126.7111920317,"침하구간 아스콘 철거, 토사+골재 채움 및 다짐 후 아스콘포장",복구완료,2021-11-05 오전 00:00,2022-04-15 오후 02:56,경기도 김포시,why315
447,충청남도 홍성군 홍동면 월현리 426-2번지 오수맨홀,2021-11-01 오전 00:00,2022-07-20 오후 05:32,하수관 손상,기타,0.9,0.9,2,0,0,0,36.5476818075,126.6706642947,아스콘으로 되메우기,임시복구,2022-11-10 오전 00:00,2022-07-20 오후 06:07,충청남도 홍성군,murisae07
448,경기도 김포시 고촌읍 신곡리 281-118,2021-10-18 오전 00:00,2021-12-24 오전 11:22,굴착공사 부실,기타,2,1.5,0.2,0,0,0,37.6061879055,126.7704943751,"상수관로 탈락부위 마감캡 설치(이탈방지압륜 등), 마감캡 부위 탈락방지 보강 설치",복구완료,2021-10-18 오전 00:00,2021-12-24 오전 11:21,경기도 김포시,sx510s
449,울산광역시 울주군 온산읍 덕신리 6번지 일원,2021-10-14 오전 00:00,,다짐(되메우기) 불량,충척층,2,1,2.5,0,0,0,35.4256041579,129.3169829669,"1. 1차선 차량 통제 실시

2. 굴착배면 숏크리트 전면 타설 및 고착화

3. 지보설치 및 숏크리트 타설 후 붕락된 토사 되메우기 시행",복구완료,2021-11-15 오전 00:00,2022-02-07 오전 09:20,울산광역시 울주군,kimookli
450,부산광역시 북구 구포동 구포동 918-5번지 일원,2021-10-06 오전 00:00,,하수관 손상,기타,0.5,0.7,1,0,0,0,35.198268552,128.9948385446,"확인굴착 후 도로함몰 원인파악, 노후 우수관 보강작업 및 복구",복구완료,2021-10-07 오전 00:00,2022-01-10 오후 05:23,,
451,경기도 시흥시 정왕동 정왕동 2697번지 인근,2021-10-04 오전 00:00,2021-10-13 오전 10:54,굴착공사 부실,기타,20,30,1,0,0,0,37.3266174593,126.6829552561,- 차수 및 지반보강 실시- 지반침하 발생도로 양쪽 진입로 차량통행 금지- 발생도로 하부의 각 매설물 점검 요청,복구완료,2021-11-12 오전 00:00,2023-01-17 오전 12:39,,
452,경기도 김포시 걸포동 389-15,2021-09-22 오전 00:00,2022-04-15 오후 01:40,굴착공사 부실,기타,1.2,2.8,0.24,0,0,0,37.6326838984,126.7108916242,침하구간 아스콘 철거 및 수직그라우팅 보강 후 재포장,복구완료,2021-09-23 오전 00:00,2022-04-15 오후 01:36,,
453,전북특별자치도 익산시 남중동 익산대로 22길 6,2021-09-17 오전 00:00,,하수관 손상,,1.5,1.5,1.5,0,0,0,35.9442135145,126.9493996697,하수관로 파손 및 이탈 부분 재시공 후 되메우기 및 포장 복구 완료,복구완료,2021-09-19 오전 00:00,2022-01-12 오전 09:08,,
454,인천광역시 미추홀구 관교동 미추홀구 관교동 507-5번지(승학초등학교 정문쪽 이면도로),2021-09-10 오전 00:00,,하수관 손상,기타,4,4.4,1,0,0,0,37.4398470179,126.6953663952,"굴착 후 흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2021-10-08 오전 00:00,2022-01-25 오후 02:22,인천광역시 미추홀구,zszs4747
455,경상남도 하동군 적량면 고절리 1211-13,2021-09-08 오전 00:00,2022-01-11 오후 01:42,기타매설물 손상,기타,1.5,1.5,2.1,0,0,0,35.061991228,127.7748918829,토사 되메우기,임시복구,2021-09-10 오전 00:00,2022-01-11 오후 01:42,,
456,경기도 고양시 삼송동 128-28,2021-09-06 오전 00:00,,하수관 손상,,1.5,1.5,1,0,0,0,,,긴급보수공사 실시,복구완료,2021-09-08 오전 00:00,,,
457,경기도 김포시 걸포동 389-15,2021-09-04 오전 00:00,2022-04-15 오후 01:41,굴착공사 부실,기타,8,12,2,0,0,0,37.6319191995,126.7105483015,동공 내 레미콘 타설 후 JSP보강 실시,복구완료,2021-10-15 오전 00:00,2022-04-15 오전 10:54,,
458,서울특별시 강서구 염창동 284-76 앞,2021-09-04 오전 00:00,2022-08-22 오전 10:05,하수관 손상,,2,2,1.5,0,0,0,37.5483480858,126.8748111925,복구방법,복구완료,2021-09-05 오전 00:00,2022-08-22 오전 10:05,서울특별시 강서구,ajunh79
459,경기도 평택시 비전동 840-20,2021-09-02 오전 00:00,2021-10-12 오후 06:30,상수관 손상,,3,5,2,0,0,0,36.9975360277,127.1032938783,"배수관 조인트 용접 이후 되메우기, 포장",복구완료,2021-09-02 오전 00:00,2024-07-26 오전 11:01,신상기,ssk3325
460,충청남도 당진시 시곡동 71-5,2021-09-01 오전 00:00,,상하수관공사 부실,기타,3,3,2,0,0,1,36.9029441751,126.6774648341,임시 성토,임시복구,2021-09-01 오전 00:00,2021-09-06 오후 04:05,,
461,광주광역시 서구 유촌동 유덕1교차로 하부,2021-08-30 오전 00:00,2023-10-06 오전 11:17,다짐(되메우기) 불량,,1,1,1.5,0,0,0,35.1628791289,126.8483246578,굴착부분 되메우기 재시공 및 포장복구 완료,복구완료,2021-08-31 오전 00:00,2023-10-06 오전 11:16,,
462,광주광역시 서구 유덕1교차로 하부(상무중앙로),2021-08-30 오전 00:00,,다짐(되메우기) 불량,,1,1,1.5,0,0,0,,,굴착부분 되메우기 재시공 및 포장 복구 완료(도시철도건설본부),복구완료,2021-08-31 오전 00:00,,,
463,전북특별자치도 군산시 월명동 19-5,2021-08-27 오전 00:00,2022-01-05 오후 01:41,기타매설물 손상,,0.3,0.3,1,0,0,1,35.9837041808,126.7089273306,손상관로 복구 및 포장 완료,복구완료,2021-08-27 오전 00:00,2022-01-10 오후 02:02,전북특별자치도 군산시,hasu5475
464,전북특별자치도 군산시 나운동 792-1,2021-08-25 오전 00:00,2022-01-05 오후 01:37,하수관 손상,,0.5,0.5,1,0,0,1,35.9662538079,126.6934257914,CCTV촬영 후 노후화된 구간 관로 교체 및 포장 완료,복구완료,2021-08-25 오전 00:00,2022-01-10 오후 02:02,전북특별자치도 군산시,hasu5475
465,서울특별시 성북구 보문동7가 105-1,2021-08-25 오전 00:00,,다짐(되메우기) 불량,,1,1,1.5,0,0,0,37.5798476012,127.0224995414,08.26. 01:10분 복구완료,복구완료,2021-08-26 오전 00:00,2021-08-26 오전 09:53,,
466,부산광역시 북구 구포동 모분재로 148-1,2021-08-24 오전 00:00,,기타매설물 손상,기타,1,1,1,0,0,0,35.1967477485,129.0122397664,유관기관(환경관리공단) 입회 하에 우수관로 및 오수관리 cctv 탐사 후 우수박스 등 원상복구,복구완료,2021-09-03 오전 00:00,2022-01-10 오후 05:29,,
467,부산광역시 사상구 덕포동 산 8-41(대덕여고) 앞 도로,2021-08-24 오전 00:00,,하수관 손상,,5,4,3,0,0,0,35.1786077224,128.9934896762,"우수관로(D1,000mm) 교체 L=28m",복구완료,2021-09-05 오전 00:00,2021-08-25 오후 05:37,,
468,부산광역시 사하구 신평동 572번지 일원,2021-08-24 오전 00:00,,기타,기타,3,10,5,0,0,0,35.085401186,128.9744434892,골재부설 및 뒷채움,복구완료,2021-09-24 오전 00:00,2022-01-07 오후 02:58,,
469,서울특별시 성북구 장위동 124-26,2021-08-21 오전 00:00,,굴착공사 부실,,0.9,1.8,1.7,0,1,0,37.6177314237,127.0559786683,사고부분 토사 되메우기 등 응급복구,복구완료,2021-08-21 오전 00:00,2025-02-21 오후 02:22,신상기,ssk3325
470,부산광역시 금정구 장전동 산2-12,2021-08-18 오전 00:00,2021-08-23 오후 01:18,하수관 손상,기타,1,1,1.5,0,0,0,35.2406997995,129.0687190417,도로 횡단하는 노후 하수관로 교체 후 도로 복구 완료,복구완료,2021-08-20 오전 00:00,2021-08-23 오후 01:17,,
471,대전광역시 유성구 신성동 216-6,2021-08-17 오전 00:00,,하수관 손상,기타,1,1,1,0,0,0,36.3865479619,127.3502141506,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-08-26 오전 00:00,2022-01-11 오후 03:05,고동현,sjy26maru
472,경기도 의정부시 산곡동 462-15,2021-08-13 오전 00:00,,굴착공사 부실,,8,8,5,0,0,1,37.7182134048,127.1034430391,복구완료,복구완료,2021-08-14 오전 00:00,2022-01-11 오전 10:37,,
473,전라남도 여수시 화장동 733-5,2021-08-11 오전 00:00,2023-10-11 오후 01:02,하수관 손상,기타,0.2,1,1,0,0,0,34.7729909787,127.648878984,우수관로 정비 및 되메우기 복구 완료,복구완료,2021-12-09 오전 00:00,2023-10-11 오후 01:20,신상기,ssk3325
474,울산광역시 울주군 서생면 나사리 317-56,2021-08-11 오전 00:00,,기타,,2,3,0.75,0,0,0,,,"흙 되메우기 및 다짐 후 재포장(도로과), 세굴 방지 사석 거치(축수산과)",복구완료,2021-08-18 오전 00:00,,,
475,전북특별자치도 익산시 평화동 평동로 3길 19-1,2021-08-11 오전 00:00,,하수관 손상,,1.5,1.5,2,0,0,0,35.9332079678,126.9470275792,하수관로 파손 및 이탈 부분 재시공 후 되메우기 및 포장 복구 완료,복구완료,2021-08-14 오전 00:00,2022-01-12 오전 09:06,,
476,대구광역시 동구 괴전동 274-3 교각아래(지하철연장공사구간),2021-08-11 오전 00:00,2021-08-12 오전 00:19,기타,기타,8,8,8,0,0,0,35.872405627,128.7401708842,"-동구청 건설과, 상수도 동부사업소, 통신업체 : 하수, 상수도, 전기, 통신  복구완료
-도시철도건설본부: 지반보강 및 아스팔트 포장 등 복구완료
-국토안전관리원: 괴전동  274-3번지 일대 주변 지반 상태를 파악하기 위해 도로지반 조사 실시",복구완료,2021-12-23 오전 00:00,2022-02-23 오후 05:13,대구광역시 동구,daegudongu
477,부산광역시 동래구 명륜동 632-1번지 일원,2021-08-06 오전 00:00,,기타,,1,1,0.8,0,0,0,35.2075944462,129.0819825652,"굴착구간 전폭 아스팔트 절삭 후 덧씌우기
",복구완료,2021-08-14 오전 00:00,2022-01-14 오후 05:06,,
478,서울특별시 중구 을지로1가 140-1(숭례문방향 2차로),2021-08-05 오전 00:00,,하수관 손상,기타,0.1,0.1,1.5,0,0,0,37.5653274097,126.9824615579,폐하수관 주변 응급조치(시멘트 보강 및 임시 아스콘포장),복구완료,2021-08-06 오전 00:00,2022-02-23 오전 10:22,서울특별시 중구,junggu
479,경기도 남양주시 와부읍 도곡리 1024-2,2021-07-30 오전 00:00,,기타,,3,3,0.3,0,0,0,,,록하드 임시 조치 후 지속적 침하로 인해 긴급보수공사 실시,복구완료,2021-09-10 오전 00:00,,,
480,서울특별시 성북구 안암동5가 146-31,2021-07-27 오전 00:00,,상수관 손상,,1,1,0.8,0,0,0,37.5861733399,127.0285807678,21.07.28(수) 01:40 상수도관 긴급 누수복구 시행 및 도로포장 완료,복구완료,2021-07-28 오전 00:00,2022-02-22 오후 03:07,서울특별시 성북구,min2506
481,대전광역시 서구 가장동 55번지 인근(래미안아파트 111동 인근 교차로),2021-07-24 오전 00:00,2022-01-13 오후 05:39,하수관 손상,,1,1,1.5,0,0,0,36.3332004926,127.3863946324,접속부 보수 이후 되메우기 시행 및 도로 포장복구 완료,복구완료,2021-07-26 오전 00:00,2022-01-13 오후 05:39,,
482,경기도 용인시 수지구 풍덕천동 수지구청역 1번출입구,2021-07-24 오전 00:00,2021-07-24 오후 05:11,다짐(되메우기) 불량,,3,100,0.5,0,0,1,37.3227388538,127.0953601177,"현재 수지구청역은 경기철도 주식회사에서 이관되지 않은 시설물로써 도로시설물도 인수인계 되지 않은 상태임.
민원접수시 포트홀 보수나 보도블록 보수 등으로 긴급 복구 중이나 지속적으로 침하되는 실정임. (8.31. 경기철도 주식회사에서 복구하여 인수인계 예정임을 통보받은 상태임.)",복구중,2021-09-30 오전 00:00,2025-02-21 오후 02:25,신상기,ssk3325
483,경기도 고양시 행신동 736-7,2021-07-24 오전 00:00,,하수관 손상,,2,2,1,0,0,0,,,긴급보수공사 실시,복구완료,2021-07-24 오전 00:00,,,
484,경기도 평택시 신장동 671-8번지,2021-07-23 오전 00:00,2021-09-14 오후 02:10,하수관 손상,,0.8,5,1.4,0,0,0,37.0745447874,127.0536717188,하수관로 누수 부위 몰탈처리 및 임시복구.,복구완료,2021-07-24 오전 00:00,2022-02-21 오후 03:43,전동수,dsih333
485,전북특별자치도 익산시 함열읍 함열중앙로 46,2021-07-23 오전 00:00,,하수관 손상,,1.5,1.5,1.5,0,0,0,36.0782001941,126.9626336101,"하수관로 파손, 이탈 부분 재시공 후 되메우기 및 포장 복구 완료",복구완료,2021-07-25 오전 00:00,2022-01-12 오전 09:03,,
486,대전광역시 서구 탄방동 724번지 인근,2021-07-18 오전 00:00,2022-01-13 오후 05:34,하수관 손상,,0.6,0.6,1.5,0,0,0,36.3488513758,127.3884518867,파손 관로 교체 이후 되메우기 시행 및 보도 포장복구 완료,복구완료,2021-07-19 오전 00:00,2022-01-13 오후 05:34,,
487,전북특별자치도 군산시 지곡동 263-1,2021-07-15 오전 00:00,2023-10-19 오후 03:30,하수관 손상,,0.5,0.5,1,0,0,0,35.959392339,126.7112113778,"우수관 보수 및 포장완료
",복구완료,2021-07-15 오전 00:00,2023-10-19 오후 03:30,,
488,충청남도 공주시 하대리 산56-15,2021-07-15 오전 00:00,2021-10-18 오후 03:24,상수관 손상,충척층,1.2,24,0.16,0,0,0,36.3574554287,127.1482010609,"침하구간 L형 측구(L=35m, B=0.9m) 재설치",복구완료,2021-12-15 오전 00:00,2021-10-18 오후 03:24,충청남도 공주시,gongju
489,충청남도 보령시 오천면 소성리 700-88번지,2021-07-15 오전 00:00,,기타,기타,26,17,7.8,0,0,0,36.4385668328,126.5181670445,향후추진(한국어촌어항공단 처리),복구완료,2022-04-30 오전 00:00,2022-01-10 오후 01:43,,
490,경기도 의정부시 입석로 97,2021-07-14 오전 00:00,,하수관 손상,,0.5,1,5,0,0,0,37.7552076828,127.0149537412,복구완료,복구완료,2021-07-14 오전 00:00,2022-01-11 오전 10:19,,
491,경기도 하남시 초이동 570번지 일원,2021-07-12 오전 00:00,2022-01-06 오후 05:03,다짐(되메우기) 불량,기타,1,1,0.5,0,0,0,37.5376660716,127.1703111803,"토사유실 부분 되메우기 및 지반침하 예방을 위하여 우수관로 비굴착 보수완료
",복구완료,2021-08-27 오전 00:00,2022-01-06 오후 05:01,,
492,경기도 부천시 옥길동 790,2021-07-11 오전 00:00,2022-01-10 오후 01:34,하수관 손상,,2.5,2.5,2.5,0,0,0,37.4694123111,126.8235981342,파손부위 보수 및 흙 되메우기,복구완료,2021-08-18 오전 00:00,2022-01-10 오후 01:33,,
493,전북특별자치도 익산시 중앙동3가 인북로 3길 24,2021-07-09 오전 00:00,2022-01-12 오전 09:00,하수관 손상,,1,1.2,1.5,0,0,0,35.9384925455,126.9505470128,"하수관로 파손, 이탈 부분 재시공 후 되메우기 및 포장 복구 완료",복구완료,2020-07-10 오전 00:00,2022-01-12 오전 09:00,,
494,강원특별자치도 강릉시 교동 교동 46-2(한신아파트 입구),2021-07-08 오전 00:00,2021-07-21 오전 10:02,상하수관공사 부실,,0.5,0.5,1,0,0,0,37.7677836565,128.9002055456,"지반다짐, 폐관 레미콘처리, 마무리 포장",복구완료,2021-07-10 오전 00:00,2021-07-21 오전 10:21,강원도 강릉시,gangneungj
495,경상남도 양산시 북정동 23-5번지,2021-07-08 오전 00:00,2021-07-16 오전 10:07,기타,,6,8,7,0,0,0,35.3652249808,129.0566125233,"보강토 용역 재설치, 지반 복구 및 포장",복구완료,2021-08-26 오전 00:00,2021-07-16 오전 10:07,,
496,광주광역시 동구 계림동 계림동 1072,2021-07-06 오전 00:00,2022-01-10 오후 07:21,하수관 손상,,2,5,1,0,0,0,35.1634352379,126.9243911688,콘크리트 암거 구조물 보수 및 보도부 되메우기 및 복구,복구완료,2021-07-30 오전 00:00,2022-01-10 오후 07:20,,
497,경상남도 양산시 하북면 삼감리,2021-07-06 오전 00:00,2021-07-07 오후 02:21,상수관 손상,,1.8,2,1.7,0,0,0,35.4488411196,129.0694424872,파열된 수도관 복구 후 자갈(쇄석)등으로 임시포장,복구완료,2021-08-13 오전 00:00,2021-07-07 오후 01:51,,
498,전북특별자치도 순창군 구림면 구암리 607-2 번지(지방도 729호선),2021-07-06 오전 00:00,,기타,,0.5,1,1.5,0,0,0,35.4378461379,127.1101753836,아스콘 임시포장,복구완료,2022-01-12 오전 00:00,2023-10-23 오후 03:37,,
499,서울특별시 강동구 암사동 527,2021-07-04 오전 00:00,,하수관 손상,,1.1,0.6,1.5,0,0,1,37.5546216429,127.1293531781,하수관(900mm) 맨홀 접합부 임시복구 완료,복구완료,2021-07-04 오전 00:00,2021-08-11 오후 04:19,,
500,전북특별자치도 익산시 신흥동 약촌로 133,2021-07-01 오전 00:00,,하수관 손상,,1,1,1.5,0,0,0,35.9446158583,126.9737148911,하수관로 파손 및 이탈 부분 재시공 후 되메우기 및 포장 복구 완료,복구완료,2021-07-03 오전 00:00,2022-01-12 오전 08:56,전북특별자치도 익산시,dlrtkstl01
501,강원특별자치도 춘천시 근화동 752,2021-06-30 오전 00:00,,굴착공사 부실,기타,1,3,1.5,0,0,0,37.8743370618,127.7134888184,모래주머니,복구완료,2021-07-02 오전 00:00,2024-09-12 오후 01:02,강원도 춘천시,dldyql11
502,경기도 이천시 장호원읍 오남리 98-7,2021-06-30 오전 00:00,2021-09-02 오전 10:46,하수관 손상,,0.5,0.5,1,0,0,0,37.107064574,127.6318438034,하수관로 보수 및 포장 완료,복구완료,2021-06-30 오전 00:00,2021-09-02 오전 10:46,,
503,경기도 과천시 과천동,2021-06-29 오전 00:00,2021-07-09 오후 02:15,기타,,1,1,1.5,0,0,0,37.4469465361,126.9954395285,포장복구 완료,복구완료,2021-06-29 오전 00:00,2021-07-09 오후 02:10,,
504,광주광역시 북구 빛고을대로 동림동 산 58-14 부근,2021-06-29 오전 00:00,2021-09-01 오후 04:38,다짐(되메우기) 불량,,1.4,2.3,0.9,0,0,0,35.1799520076,126.8589954071,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-07-01 오전 00:00,2021-09-01 오후 04:38,,
505,충청북도 청주시 서원구 개신동 1-13,2021-06-28 오전 00:00,2021-07-09 오후 02:16,하수관 손상,충척층,2,3,2,0,0,1,36.6260415028,127.4664193073,긴급보수공사 실시 및 차량보상,복구완료,2021-06-29 오전 00:00,2021-07-12 오전 11:03,충청북도 청주시,cjlyjd00
506,광주광역시 서구 죽봉대로 103앞 부근,2021-06-21 오전 00:00,2021-09-01 오후 04:35,다짐(되메우기) 불량,,1.4,2.55,0.6,0,0,0,35.1625304043,126.8832191729,굴착부분 되메우기 재시공 및 포장 복구 완료,복구완료,2021-07-01 오전 00:00,2021-09-01 오후 04:34,,
507,부산광역시 사하구 다대동 943-3번지 일원,2021-06-17 오전 00:00,2021-06-18 오전 11:34,기타,기타,1.4,2.4,1.2,0,0,0,35.0560797366,128.9693384856,해당구간 되메우기완료 ,복구완료,2021-06-19 오전 00:00,2021-06-18 오전 11:34,,
508,충청북도 청주시 서원구 사창동 532,2021-06-17 오전 00:00,2021-07-09 오후 02:22,하수관 손상,충척층,1.5,2,1.5,0,0,0,36.6308797007,127.4612931471,긴급보수공사 실시,복구완료,2021-07-03 오전 00:00,2021-07-09 오후 02:22,,
509,전라남도 목포시 원산동1260-5(공원  앞 차도),2021-06-16 오전 00:00,,다짐(되메우기) 불량,,1,2,1.5,0,0,0,34.8120607544,126.3803860073,되메우기및 포장,복구완료,2021-06-18 오전 00:00,2021-09-02 오후 01:27,,
510,부산광역시 서구 동대신동3가 63-315번지 (덕산빌라 앞),2021-06-14 오전 00:00,2021-07-12 오후 03:45,하수관 손상,,0.8,10,1.4,0,0,0,35.1176517712,129.0192510608,비굴착시공으로 복구 완료.,복구완료,2021-06-24 오전 00:00,2021-07-12 오후 03:44,,
511,부산광역시 연제구 거제동 1427-38(종합운동장로 7 홈플러스 앞 삼거리),2021-06-14 오전 00:00,,하수관 손상,,2,3,2.4,0,0,0,35.1925926174,129.062462511,흙 다지기 및 되메우기 포장복구 완료,임시복구,2021-06-15 오전 00:00,2021-09-01 오후 06:31,,
512,대전광역시 중구 대흥동 202-1,2021-06-13 오전 00:00,2021-07-14 오전 09:24,하수관 손상,,1,1,0.6,0,0,0,36.328182769,127.4251839947,토사 채움 및 다짐 후 복구완료,복구완료,2021-06-21 오전 00:00,2021-07-14 오전 09:24,,
513,광주광역시 동구 문화전장로26번길 새마을금고 앞 부근,2021-06-12 오전 00:00,2021-09-01 오후 03:49,다짐(되메우기) 불량,,2.2,2.2,1.3,0,0,0,35.1451738012,126.9204386182,굴착부분 되메우기 재시공 및 포장복구완료,복구완료,2021-06-14 오전 00:00,2021-09-01 오후 03:49,,
514,대전광역시 서구 정림동 636번지 인근,2021-06-11 오전 00:00,2021-07-21 오후 04:25,하수관 손상,,1,1,1,0,0,0,36.3045761341,127.3664792305,관로 이탈 보수 후 포장 복구 완료,복구완료,2021-06-16 오전 00:00,2021-07-21 오후 04:25,,
